fix,lat,lon
KUHIO,21.255183,-157.831669
KUHJI,38.366167,-096.024444
KUHNA,42.589306,-083.155278
KUHQY,70.181439,-146.813919
KUHZE,64.827325,-156.031631
KUJBI,41.225778,-084.813417
KUJEF,38.268778,-096.283500
KUJII,40.668524,141.706674
KUJUM,37.489861,-079.092056
KUKAD,49.242039,-008.904953
KUKAF,41.538083,-082.653861
KUKAM,50.806111,020.060556
KUKAN,58.183333,049.200000
KUKDE,40.404222,-086.871528
KUKED,54.851667,085.346667
KUKEN,-34.182778,-058.217222
KUKER,47.183333,138.666667
KUKET,58.708056,022.845833
KUKEV,45.652778,007.208056
KUKEY,41.142333,-084.127833
KUKGE,44.427833,-094.975056
KUKIR,60.033333,149.533333
KUKIT,50.929903,007.356428
KUKLA,34.244999,034.746666
KUKLE,57.750692,-152.440003
KUKMY,40.269083,-103.439694
KUKOB,58.695000,039.916667
KUKON,51.650000,036.933333
KUKOP,52.147778,020.410556
KUKOR,46.541944,003.129167
KUKOT,41.313356,001.647511
KUKOV,52.106667,020.320278
KUKPE,34.645556,-117.836217
KUKRE,34.272583,-083.596361
KUKUI,19.992800,-155.679647
KUKUN,44.070833,019.560278
KUKYE,64.554322,-165.767000
KUKYO,32.329092,-090.220403
KULAG,45.258889,054.426667
KULAH,45.718944,-086.946167
KULAL,51.666667,128.933333
KULAM,57.983333,066.733333
KULAN,61.098274,-048.827603
KULAN,40.123333,066.460000
KULAR,38.582222,028.632778
KULBE,66.496908,-147.020667
KULBU,-20.936461,027.685531
KULDA,28.327093,036.667233
KULED,45.450000,040.566667
KULEG,55.333333,036.100000
KULEK,53.552778,020.500000
KULEM,43.933071,035.516813
KULEN,45.165278,015.133611
KULEY,37.515139,-076.877667
KULGE,41.890622,-088.637397
KULHY,41.169833,-084.466833
KULIB,58.866667,124.716667
KULIK,56.995000,035.658333
KULIM,52.794722,012.078056
KULIN,48.492222,019.451389
KULIX,51.351389,008.247222
KULJU,61.373611,023.796944
KULKE,26.413278,-097.604722
KULKI,25.803889,037.245833
KULLA,61.466111,022.178056
KULMA,35.108903,137.032039
KULME,46.902583,-090.460028
KULMU,26.382853,043.719931
KULOA,45.983500,-123.901139
KULOC,47.457583,-120.293694
KULOD,53.750000,158.483333
KULOG,65.183333,078.183333
KULOK,50.072778,011.630556
KULOM,45.816666,041.433334
KULOR,49.100000,132.066667
KULOV,59.933333,134.716667
KULPA,-21.004335,-067.323296
KULRE,32.448222,-111.327444
KULTE,47.823278,-114.121639
KULUD,56.260556,012.333056
KULUR,62.583332,116.800000
KULUS,66.441111,026.599444
KULUT,51.125278,012.218931
KULUV,51.647778,016.339167
KULUX,77.103881,-070.106604
KULVE,36.756264,-087.390219
KULVY,09.470486,137.996150
KUMAN,-06.188700,121.835400
KUMAN,41.904844,-000.353311
KUMAN,38.031667,027.832778
KUMAR,57.978333,101.370000
KUMAS,53.000000,112.533333
KUMAT,-20.503400,-070.179575
KUMAT,51.990002,108.566666
KUMBA,32.762000,-116.053722
KUMBE,40.407139,-078.594194
KUMBI,33.713890,028.750000
KUMDE,47.660278,-091.890194
KUMEL,66.283333,036.866667
KUMEN,64.283333,042.966667
KUMER,51.537500,010.635000
KUMES,68.433333,-179.733333
KUMGY,39.118750,-095.401056
KUMIK,50.836667,008.073333
KUMIN,44.966111,007.348611
KUMIR,61.766666,083.550000
KUMLY,44.274389,-088.331956
KUMME,19.281083,-152.226528
KUMMI,30.221944,070.819722
KUMOC,21.173056,-086.418611
KUMOD,58.333333,082.933333
KUMOL,53.366667,035.283333
KUMRA,19.200278,041.180000
KUMRE,36.646189,-087.327703
KUMRO,21.238889,043.651667
KUMRU,37.415556,030.732778
KUMSE,43.030464,-115.854625
KUMTI,17.616667,044.187222
KUMTO,09.965647,101.196333
KUMUL,20.248333,042.843333
KUMUN,25.666667,055.254167
KUMUS,42.950000,047.183333
KUMUT,51.954222,021.390083
KUN,-22.916667,150.133333
KUNAB,50.816667,143.450000
KUNAK,25.462500,030.686667
KUNAR,55.603147,008.165277
KUNAR,31.716667,070.383056
KUNAS,43.156667,056.000000
KUNAT,61.883333,050.233333
KUNDA,-38.560833,145.496667
KUNDE,41.754750,-071.456667
KUNER,55.258611,018.448056
KUNET,47.946589,017.326439
KUNEY,48.350328,-122.702414
KUNGU,24.631667,053.940833
KUNIE,33.762711,131.571714
KUNIM,54.241667,033.648333
KUNIN,52.108333,026.858333
KUNKE,44.143128,-069.024072
KUNKI,29.123889,029.330278
KUNKY,48.333472,-097.365972
KUNLU,18.511276,042.312837
KUNNA,57.340006,-170.165981
KUNNE,63.385642,-143.384547
KUNOS,-18.668333,-046.293000
KUNRE,32.275417,-108.365417
KUNRU,28.538889,048.180556
KUNSE,43.739500,-084.740083
KUNSO,17.921111,043.304167
KUNTI,31.151667,038.756944
KUNUK,68.506667,-050.872778
KUNVE,40.463861,-074.175583
KUNWU,15.048072,145.550653
KUPAN,53.746825,-113.513189
KUPAN,51.978333,040.600000
KUPAU,20.029922,-155.586508
KUPEC,33.834873,-071.556961
KUPEN,61.133333,070.033333
KUPIL,43.912489,033.546792
KUPIN,44.679366,020.076086
KUPIR,38.658889,017.268333
KUPIS,36.238611,025.898611
KUPIW,37.572056,-092.655306
KUPLE,37.349556,-118.335667
KUPMA,24.863333,056.446667
KUPOL,47.620556,004.556111
KUPON,59.750000,075.283333
KUPPS,40.287306,-076.451944
KUPQE,30.389567,-084.555017
KUPRE,33.971978,-098.481958
KUPTO,28.405000,052.908889
KURAB,44.386667,061.061667
KURAD,44.916667,040.583333
KURAG,53.916667,092.633333
KURAY,25.259211,-077.460794
KURBA,52.495000,109.886667
KURBS,34.086850,-098.540206
KURBY,34.598183,-080.002647
KURCE,66.941081,-161.043783
KURDI,24.750647,046.617109
KURDO,24.885000,042.366111
KURDY,45.528139,-098.699528
KUREB,57.066667,053.966667
KUREC,30.684056,-090.982389
KUREG,40.899306,002.718831
KUREN,54.671667,026.831667
KURES,53.583333,097.333333
KURET,52.028333,016.900278
KUREY,61.370342,-160.138469
KURHO,49.329167,006.845000
KURIB,60.250000,119.600000
KURIN,44.816667,136.100000
KURIP,66.616667,-170.350000
KURIQ,39.219667,-102.274639
KURIR,44.725556,004.900278
KURIS,47.599722,-001.517500
KURIS,43.155228,141.706006
KURKE,40.323833,-078.841944
KURKI,53.420000,038.661667
KURKK,42.091836,-088.027200
KURLA,-34.344167,140.254444
KURLA,-21.950861,031.766611
KURLE,39.505417,-083.716778
KURLY,42.240772,-089.588639
KURLY,41.746086,-069.764378
KURMA,-16.750000,026.966667
KURNE,39.284167,-094.873972
KURO,37.500556,126.865278
KUROL,47.983334,070.800000
KUROM,65.533333,077.116667
KURON,50.631667,020.148056
KURON,59.190000,043.981667
KUROR,48.191438,032.964995
KUROS,50.748128,031.794892
KUROV,21.274167,056.314722
KURPI,54.263333,028.711667
KURRE,35.735750,-095.130056
KURRU,36.801056,-081.822722
KURRY,46.765139,-100.810806
KURSE,42.074906,-105.160044
KURSI,27.961944,049.321667
KURST,34.179231,-117.411436
KURTA,23.701389,055.816667
KURTE,44.241889,-069.743139
KURTS,55.986475,-171.734706
KURTS,30.166356,-064.495211
KURTT,50.199694,-131.884969
KURTY,41.347861,-072.267861
KURTZ,38.972189,-086.092647
KURUA,-39.171501,175.328995
KURUG,58.633333,126.250000
KURUK,43.233806,-003.933381
KURUL,48.763611,055.823611
KURUM,52.228611,-008.664722
KURUP,57.950000,055.550000
KURUT,37.838333,068.783333
KURVE,34.074833,-088.669056
KURYE,43.433750,-083.982083
KUS,-06.076667,142.666667
KUSAC,38.693722,-104.716039
KUSAK,49.344662,024.499879
KUSAL,43.979745,035.970150
KUSAM,47.137222,010.281944
KUSAR,50.325000,042.530000
KUSAR,26.794722,049.038333
KUSEC,32.924750,-095.388972
KUSED,59.133333,149.966667
KUSEJ,34.592083,-092.404111
KUSEK,47.706111,002.571111
KUSET,68.183333,078.833333
KUSEY,64.602689,-163.619053
KUSHI,42.594111,-123.453361
KUSIB,45.148056,016.471667
KUSIP,52.123333,023.900000
KUSIR,76.583333,078.716667
KUSKI,-13.423183,034.866740
KUSKM,60.865617,-161.759967
KUSKY,37.846278,-102.631667
KUSLE,39.727056,-074.994694
KUSOL,14.669167,050.259444
KUSOM,50.381667,008.365556
KUSOR,46.616667,143.783333
KUSOS,62.839444,023.461667
KUSOT,50.357778,065.852778
KUSPO,21.869750,039.101619
KUSPY,39.392917,-097.157056
KUSRA,23.407222,058.436389
KUSRE,42.197639,-084.373361
KUSRO,25.860556,044.724444
KUSSS,39.834556,-081.622722
KUSTA,24.386752,046.667263
KUSTE,30.023278,-090.392528
KUSUB,06.687306,046.667389
KUSUL,51.046389,017.069167
KUSUM,51.738889,064.777500
KUSUR,47.572578,023.489497
KUSUU,33.523039,131.338981
KUTAB,-16.551261,034.113386
KUTAI,-01.339855,116.708698
KUTAK,43.250278,018.543611
KUTAL,65.191361,-168.970500
KUTAM,64.233333,084.333333
KUTAN,47.807500,004.256389
KUTAW,40.203361,-083.575000
KUTAX,55.225869,012.535000
KUTAY,39.461667,029.621944
KUTDE,66.322275,-152.483581
KUTEC,32.997222,-089.201722
KUTEE,31.011139,-085.185722
KUTEL,43.475198,-003.354532
KUTEM,26.733056,047.589167
KUTEV,52.214722,020.924444
KUTEX,50.597778,003.119722
KUTEY,25.805194,-080.246194
KUTHO,36.734390,-087.394333
KUTHO,18.328364,-065.180161
KUTID,40.420278,015.211667
KUTIR,53.508333,103.501667
KUTKA,20.782222,041.176389
KUTKE,36.478639,-086.063722
KUTLA,-23.602103,026.316317
KUTLE,39.692167,-089.980528
KUTMA,18.490833,048.200556
KUTME,36.504767,-114.734583
KUTNE,30.052261,-085.562128
KUTOL,23.121667,042.363056
KUTON,44.270000,038.316667
KUTOS,35.127500,018.582778
KUTRE,42.389528,-099.883361
KUTTE,64.124275,-159.071706
KUTUL,55.033333,090.366667
KUTUS,53.200000,135.450000
KUTVE,31.866944,-084.451306
KUTVI,18.718333,058.445000
KUUGL,44.948406,-094.354611
KUUPE,-39.852665,174.119751
KUVAK,60.730278,025.590833
KUVAL,54.143333,142.183333
KUVAM,51.730194,020.941278
KUVAR,59.016667,054.650000
KUVAV,31.509444,058.953056
KUVDU,21.600811,040.519870
KUVEC,47.847917,-092.725500
KUVEK,53.734722,006.499445
KUVEL,29.000000,-009.260833
KUVER,28.156667,050.100000
KUVEY,38.392944,-095.067083
KUVIT,65.327500,011.960833
KUVMY,40.534722,-086.871056
KUVOS,28.141974,-013.658033
KUVRE,35.664500,-081.522222
KUVSE,36.893028,-107.770194
KUVTE,40.090728,-074.620936
KUVUL,22.680833,039.104167
KUVVU,38.046556,-100.530000
KUVZU,42.138583,-104.366278
KUWAF,37.836961,-122.418042
KUWFY,40.964000,-095.357111
KUWOZ,64.322378,-165.175739
KUWSI,37.740214,-100.777078
KUWSO,33.550836,-112.281367
KUWZU,34.559028,-082.755472
KUXOV,26.000000,-025.000000
KUXYI,35.371778,-086.487917
KUYEB,07.420219,134.281508
KUYEC,60.503181,-161.780369
KUYED,41.406556,-081.619472
KUYEG,35.057392,-101.913825
KUYEN,34.911806,-077.159000
KUYEP,42.873389,-097.335778
KUYES,35.222222,-083.418861
KUYEV,38.050861,-083.773417
KUYEY,39.287417,-084.323278
KUYGE,60.745078,-151.034242
KUYLE,39.346750,-089.673361
KUYNE,66.586606,-150.708878
KUYPE,32.752944,-096.267194
KUYRE,32.372139,-092.200889
KUZ06,35.812783,126.639025
KUZ09,36.041619,126.583064
KUZ12,35.923689,126.611139
KUZ15,35.885955,126.618292
KUZ16,35.886397,126.620067
KUZ36,35.923655,126.609650
KUZ65,35.676417,126.721408
KUZDO,36.838139,-088.277556
KUZIE,38.470222,-121.359944
KUZJO,41.925472,-083.992194
KUZMO,45.219417,-096.399694
KUZZZ,40.840722,-073.798750
KV11F,50.249403,012.744886
KV11M,50.213961,012.875222
KV11R,50.206092,012.904003
KV29F,50.148547,013.113494
KV29H,50.082325,013.181411
KV29I,50.127656,013.187044
KV29L,50.226450,012.829886
KV29P,50.180664,012.996825
KV29S,50.074892,012.761408
KVALM,-19.340528,146.721183
KVB41,62.483611,008.328611
KVITO,59.140833,005.252500
KVW03,50.178989,012.493433
KVW04,50.293531,012.582131
KVW11,50.295422,012.803586
KVW13,50.366208,012.638653
KVW14,50.382522,012.726097
KW18Y,33.000000,-076.000000
KW21Y,33.500000,-076.000000
KW24W,34.000000,-078.000000
KW24Y,34.000000,-076.000000
KW27A,34.500000,-074.000000
KW27W,34.500000,-078.000000
KW27Y,34.500000,-076.000000
KW30A,35.000000,-074.000000
KW30U,35.000000,-080.000000
KW30W,35.000000,-078.000000
KW30Y,35.000000,-076.000000
KW33A,35.500000,-074.000000
KW33W,35.500000,-078.000000
KW33Y,35.500000,-076.000000
KW36A,36.000000,-074.000000
KW36W,36.000000,-078.000000
KW36Y,36.000000,-076.000000
KW39A,36.500000,-074.000000
KW39U,36.500000,-080.000000
KW39W,36.500000,-078.000000
KW39Y,36.500000,-076.000000
KW42A,37.000000,-074.000000
KW42U,37.000000,-080.000000
KW42W,37.000000,-078.000000
KW42Y,37.000000,-076.000000
KW45A,37.500000,-074.000000
KW45U,37.500000,-080.000000
KW45W,37.500000,-078.000000
KW45Y,37.500000,-076.000000
KW48U,38.000000,-080.000000
KW48W,38.000000,-078.000000
KW48Y,38.000000,-076.000000
KW51U,38.500000,-080.000000
KW51W,38.500000,-078.000000
KW51Y,38.500000,-076.000000
KW54A,39.000000,-074.000000
KW54U,39.000000,-080.000000
KW54W,39.000000,-078.000000
KW54Y,39.000000,-076.000000
KW57A,39.500000,-074.000000
KW57W,39.500000,-078.000000
KW57Y,39.500000,-076.000000
KW60A,40.000000,-074.000000
KWA04,35.186217,126.847901
KWA06,35.028074,126.734798
KWA07,35.231247,126.874694
KWA10,35.261264,126.892573
KWA12,34.943661,126.682103
KWA13,35.291278,126.910465
KWA14,35.228414,127.068387
KWA15,34.876544,126.785722
KWA19,34.943954,126.668582
KWA20,34.964655,126.635705
KWA25,35.148687,126.825596
KWA27,34.959692,126.642665
KWA34,35.381303,126.964220
KWA41,35.364178,127.001027
KWA52,35.042246,126.753319
KWA58,35.304578,127.081431
KWA75,35.030453,126.742861
KWA80,35.100948,126.792296
KWANG,34.309111,-119.514139
KWE,-25.216667,151.350000
KWICK,33.210659,-099.048988
KWIKY,27.524575,-082.758639
KWILA,47.483489,-122.258044
KWINN,38.133333,-070.700000
KWJ02,34.801018,126.675219
KWJ04,35.388873,127.040176
KWJ06,35.030392,126.742992
KWJ10,35.253913,126.920081
KWJ11,34.943592,126.682367
KWJ12,35.280914,126.944068
KWJ14,34.944052,126.731423
KWJ15,34.888119,126.681561
KWJ16,34.958069,126.692175
KWJ17,35.297242,127.069568
KWJ18,35.145857,126.824291
KWJ19,34.829518,126.597929
KWJ20,35.204662,127.193552
KWJ21,34.949654,126.713182
KWJ22,34.721542,126.644078
KWJ23,34.776615,126.510261
KWJ25,34.734241,126.602715
KWJ26,34.757135,126.547537
KWJ43,35.348398,127.004106
KWJ49,35.366797,127.073288
KWJ50,35.326285,127.036695
KWJ55,35.286279,127.027477
KWJ56,35.217775,126.874708
KWJ60,35.199894,126.872154
KWJ97,35.102943,126.794102
KWJ98,35.023502,126.762732
KWLTY,36.902697,-065.410372
KWREN,41.856500,-094.013000
KWYET,33.912222,-118.474167
KYAAK,17.657375,-066.530078
KYANN,30.258758,-095.232728
KYDAR,51.383333,094.883333
KYE,-35.525000,147.591667
KYELL,47.610278,-111.543194
KYEMA,-32.144906,116.625000
KYHOM,40.963417,-091.979361
KYILE,39.027972,-121.854056
KYILL,39.935600,-075.380119
KYKAT,38.712472,-084.648278
KYLEE,33.161389,-086.366000
KYLER,37.801975,-098.455600
KYLES,42.262583,-070.703694
KYLIE,-38.926224,174.370728
KYLIE,40.813667,-073.847306
KYLIO,22.235278,-156.829722
KYLLA,37.826078,-119.368194
KYLLE,43.440000,-126.656667
KYLND,28.123417,-097.032250
KYNSI,62.506389,026.175000
KYOTE,34.593758,-103.516808
KYP,-35.447222,147.616667
KYPRA,-36.515833,174.415944
KYSYL,62.766667,127.500000
KYTEE,28.674667,-080.901472
KYUGA,42.996997,-080.065911
KYWEE,16.666667,136.700000
KYYLE,35.329944,-097.352667
KYZYL,40.250000,072.100000
KZ01,56.335000,078.360000
KZE03,35.448489,139.927364
KZE04,35.348993,139.952515
KZE07,35.446092,139.770953
KZE22,35.539305,139.486579
LA001,31.483389,074.403769
LA003,42.778147,-084.573903
LA004,27.983497,-082.020317
LA005,31.483100,074.402100
LA01,65.583333,-171.013333
LA030,31.549603,074.405614
LA036,31.549742,074.403619
LA100,31.356412,074.299702
LA400,31.442283,074.401967
LA800,31.375514,074.398947
LAA02,38.230478,-102.686795
LAA10,38.021888,-102.695268
LAA11,38.089660,-102.525702
LAA14,37.963486,-102.697837
LAA16,37.930113,-102.699304
LAA20,37.863366,-102.702233
LAA23,38.139820,-102.886185
LAA34,38.364023,-102.683833
LAA38,38.082212,-103.084525
LAA45,38.121971,-102.689193
LAA48,38.363474,-102.320253
LAA73,38.075229,-102.690224
LAA84,38.056929,-102.693724
LAA98,38.411276,-103.012625
LAADY,33.733203,-117.226450
LAAJA,62.685000,025.736944
LAAKE,44.586583,-093.116972
LAAMB,34.596694,-118.586083
LAANG,38.144917,-085.633306
LAARA,30.809083,-085.922861
LAATZ,34.893775,-117.904431
LAAZE,40.845556,-073.582778
LABAD,29.323056,038.903056
LABAG,-02.519175,029.250656
LABAL,46.027500,003.355000
LABAM,57.983333,046.900000
LABAN,58.169389,013.294306
LABAP,44.615000,-000.833334
LABAS,57.650000,094.050000
LABAT,-02.282928,127.424692
LABAT,-01.002656,033.458750
LABAY,14.387253,122.044856
LABBE,42.134194,-075.697667
LABDE,39.899507,-074.328693
LABDO,16.811667,044.342222
LABDY,33.816167,-081.539944
LABEB,23.282222,042.799444
LABEE,29.308814,-090.233411
LABEG,50.474722,014.310547
LABEL,34.587806,136.181250
LABEL,43.784417,-070.764417
LABEM,65.650000,107.000000
LABEP,44.666667,040.750000
LABER,44.666667,040.750000
LABET,36.161944,053.025278
LABIC,41.124889,-085.379083
LABID,24.146168,038.065000
LABIK,58.580000,094.853333
LABIL,53.495833,006.816389
LABIM,59.966667,134.850000
LABIN,44.985833,013.091389
LABIP,36.827222,008.975000
LABIS,26.304167,045.298611
LABIY,29.495917,-081.312917
LABLA,10.540472,037.898556
LABLE,35.052172,-089.762914
LABLO,-15.959642,034.108386
LABNA,32.332222,030.270000
LABNE,35.479622,-097.121339
LABNI,16.938889,041.155833
LABOD,49.297527,030.322430
LABOG,43.076944,-000.014722
LABOL,53.450000,034.033333
LABOM,40.382220,009.404440
LABON,-13.666667,032.800000
LABOR,-28.470683,142.476683
LABOR,61.883333,112.341667
LABOR,46.570528,-067.987583
LABOT,32.810833,053.014722
LABOX,52.586224,013.546822
LABRA,14.387167,100.138833
LABRA,16.303611,046.853611
LABRE,40.926667,007.458333
LABRE,46.751922,-069.935517
LABRI,24.062222,055.645000
LABRO,37.274722,001.123889
LABRY,39.714472,-076.871500
LABSA,23.031389,055.918056
LABSE,41.507222,-087.007417
LABSI,22.190556,046.066111
LABTE,13.552236,144.840908
LABUD,44.918386,020.073401
LABUG,45.386667,047.438333
LABUK,49.498525,017.410789
LABUL,48.299167,-001.889444
LABUR,37.416167,-077.387778
LABUS,33.386667,062.250000
LABVE,34.882297,-076.904706
LABVY,29.834778,-095.288528
LABXO,41.244411,-080.349992
LABZA,37.900614,-100.536978
LAC39,47.070611,-122.581829
LACAS,30.198750,-092.970444
LACEC,17.808903,-064.570803
LACED,45.291222,-118.395806
LACEE,47.047036,-122.805897
LACEG,58.540644,-135.644286
LACEN,28.574469,-082.811328
LACER,29.208561,-090.233411
LACEY,-37.551389,145.503611
LACFA,39.264722,-119.751889
LACGI,34.561306,-084.508139
LACIB,45.913528,-119.302667
LACID,39.525611,-107.270056
LACIE,41.554167,-076.140111
LACIG,43.243189,-114.244489
LACIK,41.555972,-081.625889
LACIL,69.504975,-155.009481
LACIR,40.809306,-073.638833
LACIS,35.761528,-080.918361
LACIV,34.018444,-116.579444
LACIY,45.161750,-090.074139
LACKA,37.953111,-100.952778
LACKE,38.762119,-077.113689
LACKI,33.488361,-069.379667
LACKR,47.374000,-122.171083
LACKS,40.000147,-068.199378
LACKY,33.143831,-106.067964
LACNI,63.189739,-163.308472
LACON,-30.923833,-053.098833
LACON,41.139472,-093.402306
LACOU,44.296778,000.904389
LACPI,34.903333,-086.556639
LACRE,47.405611,-122.197519
LACRO,35.394000,-106.024444
LACTO,51.221668,-093.701668
LADAG,48.588981,015.041106
LADAL,32.373889,052.928611
LADAN,00.997214,035.950828
LADAR,16.890000,053.781944
LADAS,67.526125,015.123329
LADAT,49.265278,007.839444
LADBE,39.899533,-074.328814
LADDY,27.577111,-080.423917
LADEL,28.409784,036.720024
LADEN,18.895000,038.085000
LADER,-26.141667,-054.098889
LADER,12.200000,094.041667
LADES,55.800000,092.250000
LADGE,32.901451,-116.960518
LADIC,41.525778,-085.745722
LADIE,39.367000,-075.197972
LADIG,56.133333,158.633333
LADIK,49.349821,035.094981
LADIL,59.420000,042.531667
LADIM,52.716667,041.983333
LADIN,44.373778,-085.160778
LADIP,-44.787083,168.566193
LADIR,-08.591206,106.225464
LADIS,21.225000,102.899444
LADIS,-44.121944,172.168583
LADIT,-41.065266,175.225830
LADKA,25.054489,046.620481
LADKE,34.736556,-079.515722
LADLE,33.940444,-118.352500
LADLI,13.460080,045.268124
LADME,35.469361,-095.456556
LADNE,45.197333,-068.385000
LADOG,57.705000,103.803333
LADOK,59.868332,035.863333
LADOL,48.166667,008.953333
LADOP,00.028433,119.511353
LADOS,33.286861,-092.729056
LADOT,22.083944,066.000278
LADOV,58.811667,080.063333
LADOX,38.947222,-028.021111
LADRE,33.115408,-080.177553
LADRO,23.666666,038.468334
LADSS,14.850000,140.833333
LADSY,38.462000,-094.332833
LADTI,42.743139,-071.090333
LADUG,53.215000,046.590000
LADUP,12.826389,063.000667
LADUS,44.951500,007.562155
LADVE,41.957278,-080.408028
LADY,14.776217,102.168913
LADYD,39.311833,-094.981583
LADYS,32.052694,-083.696806
LAEKE,29.913858,-101.587789
LAF04,40.438656,-087.137253
LAFAL,27.910028,-082.834778
LAFAT,65.058333,072.786667
LAFAY,41.462556,-071.721222
LAFER,39.976061,-077.639017
LAFFO,48.604667,-123.189000
LAFFS,30.289306,-091.907861
LAFIT,45.247778,-074.460833
LAFLN,38.790944,-075.513250
LAFOR,38.081389,-081.076000
LAFRO,-45.651811,-072.046497
LAFZU,46.337056,-116.688111
LAGAB,47.889444,-001.991667
LAGAN,46.800000,136.550000
LAGAR,50.795275,015.367089
LAGAS,41.571944,044.231389
LAGAT,65.998333,038.486667
LAGBE,30.163953,-087.467017
LAGEN,44.394167,008.498056
LAGER,38.992222,011.063611
LAGER,37.064328,126.719233
LAGES,50.110833,007.651389
LAGET,60.906667,034.518333
LAGGO,47.218283,-068.563381
LAGGS,44.297122,-074.228939
LAGIC,43.756417,-110.642583
LAGIL,48.857887,004.238935
LAGIR,43.293018,032.313462
LAGIS,56.554944,015.937000
LAGIT,-14.648333,118.383333
LAGLE,37.851861,-088.452778
LAGME,34.316694,-083.785917
LAGMO,51.831667,079.250000
LAGNA,-14.488889,030.444444
LAGNE,36.920250,-085.093694
LAGNI,65.666667,070.583333
LAGNO,25.270278,051.255000
LAGO,-15.579192,-047.400153
LAGOD,53.830000,034.595001
LAGOG,08.594028,091.997083
LAGOK,52.983333,051.466667
LAGOL,39.611111,032.972221
LAGOM,66.966667,054.283333
LAGOO,27.796250,-082.548028
LAGOP,57.483333,123.950000
LAGOR,46.500000,-001.844167
LAGOR,57.483333,123.950000
LAGOS,20.066389,-102.793333
LAGOS,47.541111,009.531389
LAGOT,07.275556,111.545278
LAGOV,-45.784332,170.503998
LAGOX,14.516667,-090.068333
LAGOZ,41.217222,-103.392750
LAGPE,42.673972,-106.760667
LAGRE,39.866694,-104.687167
LAGRO,40.753250,-085.711561
LAGSY,34.491083,-099.237000
LAGUL,49.437222,-002.603611
LAGUM,57.455556,009.268333
LAGUN,45.640278,013.176944
LAGUP,49.677449,024.790702
LAGVE,36.468361,-119.746289
LAGYI,42.130500,-121.719639
LAHAB,33.925667,-117.925889
LAHEW,42.759583,-114.709944
LAHGY,64.728342,-157.476447
LAHNA,63.777500,023.368333
LAHWY,43.549194,-116.328417
LAIHA,62.964444,022.068333
LAIKA,-18.731587,-064.849545
LAIKE,42.039250,-087.797389
LAINE,34.561283,-097.961136
LAINN,61.586125,-151.070606
LAIRD,41.983528,-087.593694
LAIRE,58.804075,-140.528711
LAIRR,33.448803,-088.665569
LAITY,30.850428,-087.068506
LAIVS,44.967472,-074.211472
LAIYA,13.571908,121.394567
LAJAK,33.933056,070.499722
LAJAS,-33.144444,-064.836389
LAJGE,41.253094,-079.494006
LAJOY,42.520625,-082.840164
LAJUF,28.211594,-081.382167
LAJUG,36.612089,-087.315928
LAJZI,40.687106,-113.991581
LAKAM,34.188611,-007.714444
LAKAN,34.332656,131.899997
LAKAN,28.342944,-081.315250
LAKAR,-39.043000,173.693056
LAKAS,54.670000,040.870000
LAKBE,11.039722,042.160917
LAKCE,32.861361,-096.936250
LAKCI,38.070431,-122.586994
LAKE,53.333911,-060.139399
LAKEB,58.516667,131.950000
LAKED,-16.229500,145.162083
LAKEE,33.057281,-117.137878
LAKEK,63.933333,116.900000
LAKEL,43.204444,076.910833
LAKER,45.541128,-122.462439
LAKER,-12.761667,-170.123333
LAKES,-35.580000,139.017778
LAKES,57.998451,-063.265774
LAKES,21.978139,114.910722
LAKES,-37.453529,175.090881
LAKES,35.964139,140.500378
LAKET,31.133117,075.482272
LAKEY,54.238889,-002.981111
LAKEY,33.549194,-111.651444
LAKIC,30.357556,-097.995361
LAKID,63.350000,152.200000
LAKIE,40.828472,-073.975278
LAKIK,45.602222,018.097500
LAKIL,48.566667,136.133333
LAKIM,65.250000,012.840833
LAKIN,54.788333,141.193333
LAKIR,60.241667,128.375000
LAKIT,29.567983,-095.653881
LAKIY,35.475944,-114.662806
LAKKE,33.825047,-112.435019
LAKKR,36.885417,-089.132417
LAKKS,30.052161,-090.029903
LAKLA,-19.036066,033.345032
LAKLE,38.905111,-093.165278
LAKLU,23.376389,057.066944
LAKMA,32.984444,050.674722
LAKMO,-29.820775,117.638394
LAKNA,16.000000,042.000000
LAKNO,21.168889,040.837500
LAKOB,46.883333,003.096111
LAKOD,54.650000,022.750000
LAKOE,32.998639,-093.210972
LAKOG,61.090000,005.465000
LAKOL,48.071111,012.014722
LAKOX,43.155555,012.108888
LAKOZ,41.739714,-083.457158
LAKRA,-22.589722,048.000000
LAKRA,28.916139,066.440639
LAKRE,44.030306,-091.470444
LAKSE,43.327308,-086.640183
LAKSO,28.796389,045.691389
LAKTA,68.233333,072.550000
LAKTO,32.633333,032.083333
LAKUD,52.466667,039.816667
LAKUG,46.983333,141.800000
LAKUM,57.630056,163.696944
LAKUN,-14.655278,-073.993333
LAKUT,60.438056,023.876389
LAKUV,64.550000,045.233333
LAKVE,33.969556,-117.684694
LAL01,27.988421,-082.034455
LAL03,27.992283,-082.069984
LAL06,28.008708,-081.903728
LAL07,28.000385,-082.144791
LAL12,27.943929,-081.791005
LALAN,-38.008251,175.933365
LALAP,-41.584500,170.224833
LALAS,48.994722,075.837222
LALAT,12.846944,095.418889
LALBA,26.947222,085.806389
LALBE,44.925361,-116.103000
LALBU,26.991700,049.417381
LALDA,38.269909,049.753091
LALDO,25.301666,056.600000
LALDU,33.632500,051.270556
LALEC,35.172028,-080.654278
